year,month,burn_trt,watershed,block,plot,order,family,arthropod_ID,stage,collected,count
2014,8,Annual,1D,C,1,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,5
2014,8,Annual,1D,C,1,Araneae,Araneidae,Araneae_Araneidae,adult,collected,1
2014,8,Annual,1D,C,1,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,1
2014,8,Annual,1D,C,1,Diptera,Chloropidae,Diptera_Chloropidae,adult,collected,1
2014,8,Annual,1D,C,1,Acari,Acari,Acari_Acari,adult,collected,1
2014,8,Annual,1D,C,1,Hemiptera:Heteroptera,Miridae,Hemiptera:Heteroptera_Miridae,nymph,collected,1
2014,8,Annual,1D,C,2,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,collected,1
2014,8,Annual,1D,C,2,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,3
2014,8,Annual,1D,C,2,Orthoptera,Tettigonidae,Orthoptera_Tettigonidae,adult,observed,1
2014,8,Annual,1D,C,2,Hemiptera:Auchenorrhyncha,Cicadidae,Hemiptera:Auchenorrhyncha_Cicadidae,adult,observed,1
2014,8,Annual,1D,C,2,Hymenoptera,Formicidae,Hymenoptera_Formicidae,adult,collected,1
2014,8,Annual,1D,C,2,Lepidoptera,Crambidae,Lepidoptera_Crambidae,adult,collected,1
2014,8,Annual,1D,C,2,Hymenoptera,Eupelmidae,Hymenoptera_Eupelmidae,adult,collected,1
2014,8,Annual,1D,C,2,Hemiptera:Heteroptera,Miridae,Hemiptera:Heteroptera_Miridae,nymph,collected,2
2014,8,Annual,1D,C,2,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,7
2014,8,Annual,1D,C,2,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,1
2014,8,Annual,1D,C,2,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,1
2014,8,Annual,1D,C,3,Hemiptera:Heteroptera,Miridae,Hemiptera:Heteroptera_Miridae,nymph,collected,8
2014,8,Annual,1D,C,3,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,4
2014,8,Annual,1D,C,3,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,1
2014,8,Annual,1D,C,3,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,collected,1
2014,8,Annual,1D,C,3,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,3
2014,8,Annual,1D,C,3,Thysanoptera,Thripidae,Thysanoptera_Thripidae,adult,collected,2
2014,8,Annual,1D,C,3,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,adult,collected,1
2014,8,Annual,1D,C,3,Lepidoptera,Crambidae,Lepidoptera_Crambidae,adult,collected,1
2014,8,Annual,1D,C,3,Diptera,Chloropidae,Diptera_Chloropidae,adult,collected,4
2014,8,Annual,1D,C,3,Hymenoptera,Mymaridae,Hymenoptera_Mymaridae,adult,collected,1
2014,8,Annual,1D,C,3,Hymenoptera,Formicidae,Hymenoptera_Formicidae,adult,collected,2
2014,8,Annual,1D,C,3,Araneae,Philodromidae,Araneae_Philodromidae,adult,collected,3
2014,8,Annual,1D,C,3,Araneae,Lycosidae,Araneae_Lycosidae,adult,collected,1
2014,8,Annual,1D,C,4,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,collected,2
2014,8,Annual,1D,C,4,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,4
2014,8,Annual,1D,C,4,Orthoptera,Gryllidae,Orthoptera_Gryllidae,adult,collected,3
2014,8,Annual,1D,C,4,Hemiptera:Heteroptera,Miridae,Hemiptera:Heteroptera_Miridae,nymph,collected,3
2014,8,Annual,1D,C,4,Thysanoptera,Thripidae,Thysanoptera_Thripidae,adult,collected,1
2014,8,Annual,1D,C,4,Hymenoptera,Formicidae,Hymenoptera_Formicidae,adult,collected,1
2014,8,Annual,1D,C,4,Araneae,Philodromidae,Araneae_Philodromidae,adult,collected,2
2014,8,Annual,1D,C,4,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,1
2014,8,Annual,1D,C,4,Araneae,Salticidae,Araneae_Salticidae,adult,collected,1
2014,8,Annual,1D,C,4,Hymenoptera,Eulophidae,Hymenoptera_Eulophidae,adult,collected,1
2014,8,Annual,1D,C,4,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,5
2014,8,Annual,1D,C,4,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,5
2014,8,Annual,1D,C,5,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,3
2014,8,Annual,1D,C,5,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,6
2014,8,Annual,1D,C,5,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,1
2014,8,Annual,1D,C,5,Araneae,Lycosidae,Araneae_Lycosidae,adult,collected,2
2014,8,Annual,1D,C,5,Araneae,Philodromidae,Araneae_Philodromidae,adult,collected,2
2014,8,Annual,1D,C,5,Hymenoptera,Mymaridae,Hymenoptera_Mymaridae,adult,collected,1
2014,8,Annual,1D,C,5,Acari,Acari,Acari_Acari,adult,collected,1
2014,8,Annual,1D,C,5,Lepidoptera,Crambidae,Lepidoptera_Crambidae,adult,collected,1
2014,8,Annual,1D,C,5,Hymenoptera,Trichogrammatidae,Hymenoptera_Trichogrammatidae,adult,collected,1
2014,8,Annual,1D,C,5,Hymenoptera,Eulophidae,Hymenoptera_Eulophidae,adult,collected,1
2014,8,Annual,1D,C,5,Hymenoptera,Eupelmidae,Hymenoptera_Eupelmidae,adult,collected,1
2014,8,Annual,1D,C,6,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,2
2014,8,Annual,1D,C,6,Lepidoptera,Crambidae,Lepidoptera_Crambidae,adult,collected,1
2014,8,Annual,1D,C,6,Hymenoptera,Formicidae,Hymenoptera_Formicidae,adult,collected,2
2014,8,Annual,1D,C,6,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,4
2014,8,Annual,1D,C,6,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,3
2014,8,Annual,1D,C,6,Thysanoptera,Thripidae,Thysanoptera_Thripidae,adult,collected,1
2014,8,Annual,1D,C,6,Araneae,Philodromidae,Araneae_Philodromidae,adult,collected,1
2014,8,Annual,SpB,D,1,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,8
2014,8,Annual,SpB,D,1,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,5
2014,8,Annual,SpB,D,1,Araneae,Philodromidae,Araneae_Philodromidae,adult,collected,1
2014,8,Annual,SpB,D,1,Thysanoptera,Thripidae,Thysanoptera_Thripidae,adult,collected,5
2014,8,Annual,SpB,D,1,Acari,Acari,Acari_Acari,adult,collected,1
2014,8,Annual,SpB,D,1,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,2
2014,8,Annual,SpB,D,1,Hymenoptera,Formicidae,Hymenoptera_Formicidae,adult,collected,1
2014,8,Annual,SpB,D,1,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,adult,collected,1
2014,8,Annual,SpB,D,2,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,6
2014,8,Annual,SpB,D,2,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,4
2014,8,Annual,SpB,D,2,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,3
2014,8,Annual,SpB,D,2,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,8
2014,8,Annual,SpB,D,2,Hemiptera:Heteroptera,Miridae,Hemiptera:Heteroptera_Miridae,nymph,collected,1
2014,8,Annual,SpB,D,2,Hymenoptera,Formicidae,Hymenoptera_Formicidae,adult,collected,1
2014,8,Annual,SpB,D,2,Araneae,Salticidae,Araneae_Salticidae,adult,collected,2
2014,8,Annual,SpB,D,3,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,4
2014,8,Annual,SpB,D,3,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,collected,1
2014,8,Annual,SpB,D,3,Orthoptera,Tettigonidae,Orthoptera_Tettigonidae,adult,collected,1
2014,8,Annual,SpB,D,3,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,4
2014,8,Annual,SpB,D,3,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,2
2014,8,Annual,SpB,D,3,Phasmatodea,Heteronemiidae,Phasmatodea_Heteronemiidae,adult,collected,1
2014,8,Annual,SpB,D,3,Neuroptera,Chrysopidae,Neuroptera_Chrysopidae,larvae,collected,1
2014,8,Annual,SpB,D,3,Coleoptera,Curculionidae,Coleoptera_Curculionidae,adult,collected,3
2014,8,Annual,SpB,D,3,Hemiptera:Heteroptera,Reduviidae,Hemiptera:Heteroptera_Reduviidae,nymph,collected,1
2014,8,Annual,SpB,D,3,Araneae,Lycosidae,Araneae_Lycosidae,adult,collected,2
2014,8,Annual,SpB,D,3,Araneae,Philodromidae,Araneae_Philodromidae,adult,collected,3
2014,8,Annual,SpB,D,3,Araneae,Araneidae,Araneae_Araneidae,adult,collected,2
2014,8,Annual,SpB,D,3,Araneae,Salticidae,Araneae_Salticidae,adult,collected,1
2014,8,Annual,SpB,D,3,Thysanoptera,Thripidae,Thysanoptera_Thripidae,adult,collected,1
2014,8,Annual,SpB,D,3,Hymenoptera,Eulophidae,Hymenoptera_Eulophidae,adult,collected,2
2014,8,Annual,SpB,D,4,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,11
2014,8,Annual,SpB,D,4,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,collected,2
2014,8,Annual,SpB,D,4,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,15
2014,8,Annual,SpB,D,4,Thysanoptera,Thripidae,Thysanoptera_Thripidae,adult,collected,29
2014,8,Annual,SpB,D,4,Araneae,Philodromidae,Araneae_Philodromidae,adult,collected,1
2014,8,Annual,SpB,D,4,Araneae,Araneidae,Araneae_Araneidae,adult,collected,1
2014,8,Annual,SpB,D,4,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,3
2014,8,Annual,SpB,D,4,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,2
2014,8,Annual,SpB,D,4,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,adult,collected,2
2014,8,Annual,SpB,D,4,Hymenoptera,Formicidae,Hymenoptera_Formicidae,adult,collected,1
2014,8,Annual,SpB,D,4,Diptera,Cecidomyiidae,Diptera_Cecidomyiidae,adult,collected,2
2014,8,Annual,SpB,D,4,Hymenoptera,Eupelmidae,Hymenoptera_Eupelmidae,adult,collected,1
2014,8,Annual,SpB,D,4,Hymenoptera,Eulophidae,Hymenoptera_Eulophidae,adult,collected,1
2014,8,Annual,SpB,D,5,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,7
2014,8,Annual,SpB,D,5,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,collected,1
2014,8,Annual,SpB,D,5,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,8
2014,8,Annual,SpB,D,5,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,4
2014,8,Annual,SpB,D,5,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,15
2014,8,Annual,SpB,D,5,Hymenoptera,Formicidae,Hymenoptera_Formicidae,adult,collected,1
2014,8,Annual,SpB,D,5,Hymenoptera,Eulophidae,Hymenoptera_Eulophidae,adult,collected,8
2014,8,Annual,SpB,D,5,Hymenoptera,Braconidae,Hymenoptera_Braconidae,adult,collected,1
2014,8,Annual,SpB,D,5,Diptera,Cecidomyiidae,Diptera_Cecidomyiidae,adult,collected,1
2014,8,Annual,SpB,D,5,Hymenoptera,Ichneumonidae,Hymenoptera_Ichneumonidae,adult,collected,2
2014,8,Annual,SpB,D,5,Araneae,Salticidae,Araneae_Salticidae,adult,collected,1
2014,8,Annual,SpB,D,5,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,adult,collected,1
2014,8,Annual,SpB,D,6,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,6
2014,8,Annual,SpB,D,6,Orthoptera,Tettigonidae,Orthoptera_Tettigonidae,adult,observed,1
2014,8,Annual,SpB,D,6,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,14
2014,8,Annual,SpB,D,6,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,4
2014,8,Annual,SpB,D,6,Araneae,Philodromidae,Araneae_Philodromidae,adult,collected,2
2014,8,Annual,SpB,D,6,Hemiptera:Heteroptera,Miridae,Hemiptera:Heteroptera_Miridae,nymph,collected,4
2014,8,Annual,SpB,D,6,Hymenoptera,Eulophidae,Hymenoptera_Eulophidae,adult,collected,1
2014,8,Annual,SpB,D,6,Hymenoptera,Eurytomidae,Hymenoptera_Eurytomidae,adult,collected,1
2014,8,Annual,SpB,E,1,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,2
2014,8,Annual,SpB,E,1,Hemiptera:Heteroptera,Miridae,Hemiptera:Heteroptera_Miridae,nymph,collected,6
2014,8,Annual,SpB,E,1,Hymenoptera,Formicidae,Hymenoptera_Formicidae,adult,collected,6
2014,8,Annual,SpB,E,1,Araneae,Araneidae,Araneae_Araneidae,adult,collected,1
2014,8,Annual,SpB,E,1,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,6
2014,8,Annual,SpB,E,1,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,3
2014,8,Annual,SpB,E,1,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,2
2014,8,Annual,SpB,E,2,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,3
2014,8,Annual,SpB,E,2,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,3
2014,8,Annual,SpB,E,2,Hemiptera:Heteroptera,Miridae,Hemiptera:Heteroptera_Miridae,nymph,collected,1
2014,8,Annual,SpB,E,2,Thysanoptera,Thripidae,Thysanoptera_Thripidae,adult,collected,8
2014,8,Annual,SpB,E,2,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,4
2014,8,Annual,SpB,E,3,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,5
2014,8,Annual,SpB,E,3,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,1
2014,8,Annual,SpB,E,3,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,2
2014,8,Annual,SpB,E,3,Araneae,Philodromidae,Araneae_Philodromidae,adult,collected,1
2014,8,Annual,SpB,E,3,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,10
2014,8,Annual,SpB,E,3,Thysanoptera,Thripidae,Thysanoptera_Thripidae,adult,collected,41
2014,8,Annual,SpB,E,3,Araneae,Araneidae,Araneae_Araneidae,adult,collected,3
2014,8,Annual,SpB,E,3,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,adult,collected,1
2014,8,Annual,SpB,E,3,Hymenoptera,Braconidae,Hymenoptera_Braconidae,adult,collected,1
2014,8,Annual,SpB,E,3,Hymenoptera,Eulophidae,Hymenoptera_Eulophidae,adult,collected,1
2014,8,Annual,SpB,E,4,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,2
2014,8,Annual,SpB,E,4,Hemiptera:Heteroptera,Miridae,Hemiptera:Heteroptera_Miridae,nymph,collected,16
2014,8,Annual,SpB,E,4,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,3
2014,8,Annual,SpB,E,4,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,3
2014,8,Annual,SpB,E,4,Hymenoptera,Formicidae,Hymenoptera_Formicidae,adult,collected,1
2014,8,Annual,SpB,E,4,Araneae,Salticidae,Araneae_Salticidae,adult,collected,2
2014,8,Annual,SpB,E,4,Araneae,Philodromidae,Araneae_Philodromidae,adult,collected,2
2014,8,Annual,SpB,E,4,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,2
2014,8,Annual,SpB,E,5,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,3
2014,8,Annual,SpB,E,5,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,collected,1
2014,8,Annual,SpB,E,5,Hemiptera:Heteroptera,Miridae,Hemiptera:Heteroptera_Miridae,nymph,collected,2
2014,8,Annual,SpB,E,5,Diptera,Chloropidae,Diptera_Chloropidae,adult,collected,1
2014,8,Annual,SpB,E,5,Thysanoptera,Thripidae,Thysanoptera_Thripidae,adult,collected,8
2014,8,Annual,SpB,E,5,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,1
2014,8,Annual,SpB,E,5,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,12
2014,8,Annual,SpB,E,5,Araneae,Salticidae,Araneae_Salticidae,adult,collected,1
2014,8,Annual,SpB,E,6,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,2
2014,8,Annual,SpB,E,6,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,1
2014,8,Annual,SpB,E,6,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,3
2014,8,Annual,SpB,E,6,Araneae,Araneidae,Araneae_Araneidae,adult,collected,2
2014,8,Annual,SpB,E,6,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,1
2014,8,Annual,SpB,E,6,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,adult,collected,1
2014,8,Annual,SpB,E,6,Hymenoptera,Braconidae,Hymenoptera_Braconidae,adult,collected,1
2014,8,Annual,SpB,F,1,Araneae,Araneidae,Araneae_Araneidae,adult,collected,2
2014,8,Annual,SpB,F,1,Araneae,Salticidae,Araneae_Salticidae,adult,collected,2
2014,8,Annual,SpB,F,1,Araneae,Philodromidae,Araneae_Philodromidae,adult,collected,1
2014,8,Annual,SpB,F,1,Araneae,Lycosidae,Araneae_Lycosidae,adult,collected,1
2014,8,Annual,SpB,F,1,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,1
2014,8,Annual,SpB,F,1,Lepidoptera,Crambidae,Lepidoptera_Crambidae,adult,collected,1
2014,8,Annual,SpB,F,1,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,2
2014,8,Annual,SpB,F,1,Thysanoptera,Thripidae,Thysanoptera_Thripidae,adult,collected,40
2014,8,Annual,SpB,F,1,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,15
2014,8,Annual,SpB,F,1,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,2
2014,8,Annual,SpB,F,1,Hemiptera:Heteroptera,Miridae,Hemiptera:Heteroptera_Miridae,nymph,collected,4
2014,8,Annual,SpB,F,1,Acari,Acari,Acari_Acari,adult,collected,1
2014,8,Annual,SpB,F,1,Diptera,Cecidomyiidae,Diptera_Cecidomyiidae,adult,collected,1
2014,8,Annual,SpB,F,2,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,4
2014,8,Annual,SpB,F,2,Hymenoptera,Eupelmidae,Hymenoptera_Eupelmidae,adult,collected,1
2014,8,Annual,SpB,F,2,Lepidoptera,Crambidae,Lepidoptera_Crambidae,adult,collected,1
2014,8,Annual,SpB,F,2,Hymenoptera,Braconidae,Hymenoptera_Braconidae,adult,collected,1
2014,8,Annual,SpB,F,2,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,5
2014,8,Annual,SpB,F,2,Thysanoptera,Thripidae,Thysanoptera_Thripidae,adult,collected,11
2014,8,Annual,SpB,F,2,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,2
2014,8,Annual,SpB,F,3,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,5
2014,8,Annual,SpB,F,3,Hymenoptera,Formicidae,Hymenoptera_Formicidae,adult,collected,6
2014,8,Annual,SpB,F,3,Hemiptera:Heteroptera,Miridae,Hemiptera:Heteroptera_Miridae,nymph,collected,7
2014,8,Annual,SpB,F,3,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,1
2014,8,Annual,SpB,F,3,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,1
2014,8,Annual,SpB,F,3,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,adult,collected,1
2014,8,Annual,SpB,F,3,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,2
2014,8,Annual,SpB,F,3,Araneae,Philodromidae,Araneae_Philodromidae,adult,collected,1
2014,8,Annual,SpB,F,3,Thysanoptera,Thripidae,Thysanoptera_Thripidae,adult,collected,22
2014,8,Annual,SpB,F,3,Acari,Acari,Acari_Acari,adult,collected,1
2014,8,Annual,SpB,F,4,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,6
2014,8,Annual,SpB,F,4,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,collected,2
2014,8,Annual,SpB,F,4,Orthoptera,Gryllidae,Orthoptera_Gryllidae,adult,collected,1
2014,8,Annual,SpB,F,4,Hemiptera:Heteroptera,Miridae,Hemiptera:Heteroptera_Miridae,nymph,collected,6
2014,8,Annual,SpB,F,4,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,10
2014,8,Annual,SpB,F,4,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,2
2014,8,Annual,SpB,F,4,Lepidoptera,Crambidae,Lepidoptera_Crambidae,adult,collected,1
2014,8,Annual,SpB,F,4,Collembola,Sminthuridae,Collembola_Sminthuridae,adult,collected,1
2014,8,Annual,SpB,F,4,Araneae,Salticidae,Araneae_Salticidae,adult,collected,2
2014,8,Annual,SpB,F,4,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,3
2014,8,Annual,SpB,F,4,Araneae,Philodromidae,Araneae_Philodromidae,adult,collected,1
2014,8,Annual,SpB,F,4,Araneae,Araneidae,Araneae_Araneidae,adult,collected,1
2014,8,Annual,SpB,F,4,Hymenoptera,Formicidae,Hymenoptera_Formicidae,adult,collected,4
2014,8,Annual,SpB,F,4,Thysanoptera,Thripidae,Thysanoptera_Thripidae,adult,collected,4
2014,8,Annual,SpB,F,4,Diptera,Chloropidae,Diptera_Chloropidae,adult,collected,1
2014,8,Annual,SpB,F,4,Hymenoptera,Encrytidae,Hymenoptera_Encrytidae,adult,collected,1
2014,8,Annual,SpB,F,4,Hymenoptera,Eulophidae,Hymenoptera_Eulophidae,adult,collected,1
2014,8,Annual,SpB,F,5,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,4
2014,8,Annual,SpB,F,5,Thysanoptera,Thripidae,Thysanoptera_Thripidae,adult,collected,8
2014,8,Annual,SpB,F,5,Hemiptera:Heteroptera,Miridae,Hemiptera:Heteroptera_Miridae,nymph,collected,2
2014,8,Annual,SpB,F,5,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,adult,collected,1
2014,8,Annual,SpB,F,5,Hymenoptera,Mymaridae,Hymenoptera_Mymaridae,adult,collected,1
2014,8,Annual,SpB,F,5,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,3
2014,8,Annual,SpB,F,5,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,5
2014,8,Annual,SpB,F,5,Araneae,Araneidae,Araneae_Araneidae,adult,collected,1
2014,8,Annual,SpB,F,5,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,4
2014,8,Annual,SpB,F,6,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,1
2014,8,Annual,SpB,F,6,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,collected,1
2014,8,Annual,SpB,F,6,Thysanoptera,Thripidae,Thysanoptera_Thripidae,adult,collected,61
2014,8,Annual,SpB,F,6,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,4
2014,8,Annual,SpB,F,6,Hemiptera:Heteroptera,Miridae,Hemiptera:Heteroptera_Miridae,nymph,collected,1
2014,8,Annual,SpB,F,6,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,4
2014,8,Annual,SpB,F,6,Araneae,Araneidae,Araneae_Araneidae,adult,collected,2
2014,8,Annual,SpB,F,6,Hymenoptera,Formicidae,Hymenoptera_Formicidae,adult,collected,5
2014,8,Annual,SpB,F,6,Diptera,Chloropidae,Diptera_Chloropidae,adult,collected,2
2014,8,Annual,SpB,F,6,Diptera,Cecidomyiidae,Diptera_Cecidomyiidae,adult,collected,1
